"1","FeverStageLv1Group101"
"2","FeverStageLv1Group102"
"3","FeverStageLv1Group103"
"4","FeverStageLv1Group104"
"5","FeverStageLv1Group105"
"6","FeverStageLv1Group106"
"7","FeverStageLv1Group107"
"8","FeverStageLv1Group108"
"9","FeverStageLv1Group109"
"10","FeverStageLv1Group110"
"256","FeverStageLv1Group111"
"258","FeverStageLv1Group112"
"269","FeverStageLv1Group113"
"272","FeverStageLv1Group114"
"273","FeverStageLv1Group115"
"274","FeverStageLv1Group116"
"275","FeverStageLv1Group117"
"303","FeverStageLv1Group118"
"11","Group00001"
"12","Group00002"
"13","Group00003"
"14","Group00004"
"15","Group00005"
"20","Group00009"
"16","Group01010"
"17","Group01020"
"18","Group01030"
"19","Group01040"
"21","Group10001"
"35","Group10002"
"48","Group10003"
"66","Group10004"
"85","Group10005"
"114","Group10006"
"22","Group10101"
"36","Group10102"
"49","Group10103"
"67","Group10104"
"86","Group10105"
"115","Group10106"
"23","Group10201"
"37","Group10202"
"50","Group10203"
"68","Group10204"
"87","Group10205"
"116","Group10206"
"38","Group20002"
"51","Group20103"
"88","Group20105"
"24","Group20201"
"39","Group20202"
"196","Group20409"
"197","Group20509"
"198","Group20609"
"199","Group20709"
"117","Group21006"
"200","Group21209"
"201","Group21309"
"202","Group21409"
"203","Group21509"
"204","Group21609"
"205","Group21709"
"206","Group21809"
"207","Group21909"
"40","Group22002"
"118","Group22006"
"208","Group22009"
"209","Group22109"
"210","Group22309"
"211","Group22409"
"212","Group22509"
"213","Group22609"
"214","Group22709"
"215","Group22809"
"216","Group22909"
"217","Group23009"
"218","Group23109"
"219","Group23209"
"220","Group23309"
"221","Group23409"
"222","Group23509"
"223","Group23609"
"224","Group23709"
"225","Group23809"
"226","Group23909"
"227","Group24009"
"228","Group24109"
"229","Group24209"
"230","Group24309"
"231","Group24409"
"232","Group24509"
"233","Group24609"
"253","Group24709"
"254","Group24809"
"255","Group24909"
"257","Group25009"
"270","Group25109"
"271","Group25209"
"286","Group25309"
"287","Group25409"
"288","Group25509"
"289","Group25609"
"290","Group25709"
"301","Group25809"
"306","Group25909"
"307","Group26009"
"308","Group26109"
"309","Group26209"
"319","Group26309"
"317","Group26409"
"318","Group26509"
"320","Group26909"
"41","Group30002"
"25","Group30101"
"26","Group30201"
"52","Group30203"
"69","Group30204"
"119","Group30206"
"27","Group30301"
"28","Group30401"
"42","Group30402"
"70","Group30404"
"43","Group30502"
"53","Group30503"
"44","Group30602"
"45","Group30702"
"46","Group30802"
"47","Group30902"
"29","Group31001"
"261","Group31002"
"71","Group31004"
"89","Group31005"
"120","Group31006"
"293","Group31102"
"294","Group31202"
"30","Group31301"
"321","Group31302"
"31","Group31401"
"311","Group31402"
"32","Group31501"
"33","Group31601"
"34","Group31701"
"259","Group31801"
"260","Group31901"
"291","Group32001"
"54","Group32003"
"72","Group32004"
"90","Group32005"
"121","Group32006"
"292","Group32101"
"310","Group32401"
"73","Group33004"
"55","Group40003"
"74","Group40004"
"56","Group40103"
"75","Group40104"
"57","Group40203"
"76","Group40204"
"122","Group40206"
"58","Group40303"
"77","Group40304"
"91","Group40305"
"59","Group40403"
"123","Group40406"
"60","Group40503"
"78","Group40504"
"79","Group40604"
"61","Group40703"
"80","Group40704"
"62","Group40803"
"81","Group40804"
"63","Group40903"
"82","Group40904"
"64","Group41003"
"83","Group41004"
"92","Group41005"
"65","Group41103"
"84","Group41104"
"262","Group41203"
"263","Group41204"
"295","Group41303"
"296","Group41304"
"322","Group41403"
"323","Group41404"
"312","Group41503"
"313","Group41504"
"124","Group42006"
"93","Group50005"
"94","Group51005"
"125","Group51006"
"95","Group52005"
"126","Group52006"
"127","Group53006"
"96","Group55005"
"128","Group55006"
"97","Group56005"
"129","Group57006"
"98","Group58005"
"130","Group58006"
"99","Group59005"
"131","Group59006"
"100","Group60005"
"101","Group60105"
"132","Group60106"
"102","Group60205"
"103","Group60305"
"133","Group60306"
"104","Group60405"
"134","Group60406"
"135","Group60506"
"136","Group60606"
"105","Group60705"
"137","Group60706"
"106","Group60805"
"138","Group60806"
"107","Group60905"
"139","Group60906"
"108","Group61005"
"140","Group61006"
"109","Group61105"
"141","Group61106"
"110","Group61205"
"142","Group61206"
"111","Group61305"
"143","Group61306"
"112","Group61405"
"144","Group61406"
"113","Group61505"
"145","Group61506"
"264","Group61605"
"146","Group61606"
"265","Group61705"
"147","Group61706"
"297","Group61805"
"148","Group61806"
"298","Group61905"
"149","Group61906"
"324","Group62005"
"150","Group62006"
"314","Group62105"
"151","Group62106"
"152","Group62206"
"153","Group62606"
"154","Group62706"
"155","Group62806"
"156","Group62906"
"157","Group63006"
"158","Group63106"
"159","Group63206"
"160","Group63306"
"161","Group63406"
"162","Group63506"
"163","Group63606"
"234","Group63706"
"235","Group63806"
"236","Group63906"
"237","Group64006"
"238","Group64106"
"239","Group64206"
"240","Group64306"
"266","Group64406"
"267","Group64506"
"299","Group64606"
"300","Group64706"
"315","Group64806"
"164","Group70307"
"165","Group70407"
"166","Group70507"
"167","Group70607"
"168","Group70707"
"169","Group70807"
"170","Group70907"
"171","Group71007"
"172","Group71107"
"173","Group71207"
"174","Group71307"
"175","Group71407"
"176","Group71507"
"177","Group71807"
"178","Group72007"
"179","Group72107"
"180","Group72207"
"181","Group72307"
"182","Group72407"
"183","Group72507"
"184","Group72707"
"185","Group72807"
"186","Group72907"
"187","Group73007"
"188","Group73107"
"189","Group73207"
"190","Group73307"
"191","Group73407"
"192","Group73507"
"193","Group73607"
"194","Group73707"
"195","Group73807"
"268","Group73907"
"282","Group74007"
"283","Group74107"
"284","Group74207"
"285","Group74307"
"302","Group74407"
"316","Group74507"
"241","UfoStageGroup001"
"242","UfoStageGroup002"
"243","UfoStageGroup003"
"244","UfoStageGroup004"
"245","UfoStageGroup005"
"246","UfoStageGroup006"
"247","UfoStageGroup007"
"248","UfoStageGroup008"
"249","UfoStageGroup009"
"250","UfoStageGroup010"
"251","UfoStageGroup011"
"252","UfoStageGroup012"
"276","UfoStageGroup013"
"277","UfoStageGroup014"
"278","UfoStageGroup015"
"279","UfoStageGroup016"
"280","UfoStageGroup017"
"281","UfoStageGroup018"
"304","UfoStageGroup019"
"305","UfoStageGroup020"
